principio_activo,nombre_comercial,potencia,potencia_valor,potencia_unidad,contenido,presentación,laboratorio
"Tioctico,Ac.",Priotic,600 Mg,600.0,Mg,30,Comprimidos,Montpellier
"Tioctico,Ac.",Thiogamma,600 Mg,600.0,Mg,30,Comprimidos,Eczane
"Tioctico,Ac.",Tinactol,600 Mg,600.0,Mg,30,Comprimidos,Casasco
"Tioctico,Ac.",Tioctan,600 Mg,600.0,Mg,30,Comprimidos,Raymos
"Tioctico,Ac.",Tiodrix Hr,600 Mg,600.0,Mg,30,Comprimidos,Elea - Phoenix
"Tioctico,Ac.",Tioneurol,600 Mg,600.0,Mg,30,Comprimidos,Richmond
"Tioctico,Ac.",Tiotic Temis,nan,,nan,30,Comprimidos,Temis-Lostalo
"Tioctico,Ac. + Pancreatina + Asoc.",Biletan Enzimatico,nan,,nan,20,Comprimidos,Gador
Tioridazina,Meleril,10 Mg,10.0,Mg,25,Grageas,Roemmers
Tioridazina,Meleril,25 Mg,25.0,Mg,25,Grageas,Roemmers
Tioridazina,Meleril Retard,200 Mg,200.0,Mg,20,Comprimidos,Roemmers
Tiotropio,Spiriva Respimat,nan,,nan,30 Ds + Inhal.,Solucion,Boehringer Ingel
Tiotropio + Olodaterol,Spiolto Respimat,nan,,nan,30,Solucion,Boehringer Ingel
"Tiotropio,Bromuro",Aspire Caps.P/Inh C/Dosahal,nan,,nan,30,Capsulas,Lkm
"Tiotropio,Bromuro",Neumotropio,10 Mcg,10.0,Mcg,30,Capsulas,Elea - Phoenix
"Tiotropio,Bromuro",Nubribron,nan,,nan,30,Capsulas,Montpellier
"Tiotropio,Bromuro",Spiriva,nan,,nan,30,Capsulas,Boehringer Ingel
"Tiotropio,Bromuro",Spiriva Con Handihaler,nan,,nan,30,Capsulas,Boehringer Ingel
Tirotricina + Benzocaina + Asoc.,Algiodent,nan,,nan,45,Colutorio,Ronnet
Tirotricina + Benzocaina + Asoc.,Filotricin A,nan,,nan,45,Colutorio,Investi
Tirotricina + Benzocaina + Asoc.,Filotricin A,nan,,nan,60,Caramelos,Investi
Tizanidina,Sirdalud,2 Mg,2.0,Mg,15,Comprimidos,Novartis - Sando
Tizanidina,Tizanidal,2 Mg,2.0,Mg,15,Comprimidos,Lafedar
Tobramicina,Bideon Biotic,nan,,nan,5,Colirio,Fecofar
Tobramicina,Fotex,nan,,nan,5,Colirio,Elea - Phoenix
Tobramicina,Gotabiotic (Novobioptal),0.3 %,0.3,%,5,Colirio,Poen
Tobramicina,Gotabiotic (Novobioptal),nan,,nan,5,Gel Oftalmologico,Poen
Tobramicina,Klonamicin,0.30 %,0.3,%,10,Colirio,Klonal
Tobramicina,Oftalbrax,nan,,nan,5,Gotas,Biosintex
Tobramicina,Radina,nan,,nan,10,Colirio,Spedrog Caillon
Tobramicina,Tobrabiotic,nan,,nan,5,Colirio,Denver Farma
Tobramicina,Tobragan,0.30 %,0.3,%,5,Colirio,Allergan-Loa
Tobramicina,Tobralep,3%,3.0,%,5,Colirio,Austral
Tobramicina,Tobraler,nan,,nan,5,Colirio,Lersan
Tobramicina,Tobramicina Atlas,nan,,nan,5,Colirio,Lab Internaciona
Tobramicina,Tobramicina Dorf,3%,3.0,%,5,Colirio,Pharmadorf
Tobramicina,Tobrex,nan,,nan,5,Colirio,Novartis
Tobramicina,Xibrax,0.30 %,0.3,%,5,Colirio,Vannier
Tobramicina + Dexametasona,Bideon Biotic Plus,nan,,nan,5,Colirio,Fecofar
Tobramicina + Dexametasona,Biocort,nan,,nan,5,Colirio,Biosintex
Tobramicina + Dexametasona,Decadron Con Tobramicina,nan,,nan,5,Colirio,Sidus
Tobramicina + Dexametasona,Fotadex,nan,,nan,5,Colirio,Elea - Phoenix
Tobramicina + Dexametasona,Fotadex,nan,,nan,3.5,Unguento Oftalmologico,Elea - Phoenix
Tobramicina + Dexametasona,Gotabiotic-F,nan,,nan,5,Colirio,Poen
Tobramicina + Dexametasona,Gotabiotic-F,nan,,nan,3.5,Unguento Oftalmologico,Poen
Tobramicina + Dexametasona,Klonamicin Compuesto,nan,,nan,5,Colirio,Klonal
Tobramicina + Dexametasona,Larsenex,nan,,nan,5,Colirio,Lab Internaciona
Tobramicina + Dexametasona,Purpumicina,nan,,nan,5,Colirio,Microsules Arg.
Tobramicina + Dexametasona,Radina Dex,nan,,nan,5,Colirio,Spedrog Caillon
Tobramicina + Dexametasona,Tobrabiotic D,nan,,nan,5,Colirio,Denver Farma
Tobramicina + Dexametasona,Tobradex,nan,,nan,5,Colirio,Novartis
Tobramicina + Dexametasona,Tobradex,nan,,nan,4,Unguento Oftalmologico,Novartis
Tobramicina + Dexametasona,Tobralep Dx,nan,,nan,5,Colirio,Austral
Tobramicina + Dexametasona,Tobraler Dx,nan,,nan,5,Colirio,Lersan
Tobramicina + Dexametasona,Toflam,nan,,nan,5,Colirio,Lafedar
Tobramicina + Dexametasona,Xibradex,nan,,nan,5,Colirio,Vannier
Tobramicina + Dexametasona + Asoc.,Gotabiotic-D,nan,,nan,5,Colirio,Poen
Tobramicina + Dexametasona + Asoc.,Polioftal,nan,,nan,5,Colirio,Max Vision
Tobramicina + Dexametasona + Asoc.,T+D+H Dorf,nan,,nan,5,Colirio,Pharmadorf
"Tolfenamico,Ac.",Flocur,200 Mg,200.0,Mg,20,Capsulas,Beta
"Tolfenamico,Ac.",Flocur Rapid,nan,,nan,15,Comprimidos,Beta
Tolterodina,Breminal,2 Mg,2.0,Mg,30,Comprimidos,Gobbi
Tolterodina,Breminal,2 Mg,2.0,Mg,60,Comprimidos,Gobbi
Tolterodina,Detrusitol,2 Mg,2.0,Mg,28,Comprimidos,Pfizer
Tolterodina,Detrusitol,2 Mg,2.0,Mg,56,Comprimidos,Pfizer
Tolterodina,Toltem,nan,,nan,30,Comprimidos,Temis-Lostalo
Tolterodina,Urginol,2 Mg,2.0,Mg,28,Comprimidos,Panalab
Tolterodina,Urginol,2 Mg,2.0,Mg,56,Comprimidos,Panalab
Topiramato,Epilacam,100 Mg,100.0,Mg,28,Comprimidos,Lepetit
Topiramato,Epilacam,25 Mg,25.0,Mg,28,Comprimidos,Lepetit
Topiramato,Epistal,100 Mg,100.0,Mg,28,Comprimidos,Casasco
Topiramato,Epistal,100 Mg,100.0,Mg,56,Comprimidos,Casasco
Topiramato,Epistal,25 Mg,25.0,Mg,28,Comprimidos,Casasco
Topiramato,Epistal,50 Mg,50.0,Mg,28,Comprimidos,Casasco
Topiramato,Neutop,100 Mg,100.0,Mg,28,Comprimidos,Elea - Phoenix
Topiramato,Neutop,100 Mg,100.0,Mg,56,Comprimidos,Elea - Phoenix
Topiramato,Neutop,25 Mg,25.0,Mg,28,Comprimidos,Elea - Phoenix
Topiramato,Neutop,25 Mg,25.0,Mg,56,Comprimidos,Elea - Phoenix
Topiramato,Neutop,50 Mg,50.0,Mg,28,Comprimidos,Elea - Phoenix
Topiramato,Neutop,50 Mg,50.0,Mg,56,Comprimidos,Elea - Phoenix
Topiramato,Topamac,100 Mg,100.0,Mg,28,Comprimidos,Janssen-Cilag
Topiramato,Topamac,100 Mg,100.0,Mg,60,Comprimidos,Janssen-Cilag
Topiramato,Topamac,25 Mg,25.0,Mg,28,Comprimidos,Janssen-Cilag
Topiramato,Topamac,50 Mg,50.0,Mg,28,Comprimidos,Janssen-Cilag
Topiramato,Topamac Sprinkle,15 Mg,15.0,Mg,60,Capsulas,Janssen-Cilag
Topiramato,Topamac Sprinkle,25 Mg,25.0,Mg,60,Capsulas,Janssen-Cilag
Topiramato,Topictal,100 Mg,100.0,Mg,28,Comprimidos,Raffo
Topiramato,Topictal,100 Mg,100.0,Mg,56,Comprimidos,Raffo
Topiramato,Topictal,25 Mg,25.0,Mg,28,Comprimidos,Raffo
Topiramato,Topictal,25 Mg,25.0,Mg,56,Comprimidos,Raffo
Topiramato,Topictal,50 Mg,50.0,Mg,28,Comprimidos,Raffo
Topiramato,Topictal,50 Mg,50.0,Mg,56,Comprimidos,Raffo
Tramadol,Calmador,100 Mg,100.0,Mg,10,Gotas,Finadiet
Tramadol,Calmador,50 Mg,50.0,Mg,20,Comprimidos,Finadiet
Tramadol,Calmador,nan,,nan,10,Gotas,Finadiet
Tramadol,Calmador,nan,,nan,20,Gotas,Finadiet
Tramadol,Calmador 3 Unidades,50 Mg,50.0,Mg,1,Ampolla,Finadiet
Tramadol,Calmador 6 Unidades,100 Mg,100.0,Mg,1,Ampolla,Finadiet
Tramadol,Calmador 6 Unidades,50 Mg,50.0,Mg,1,Ampolla,Finadiet
Tramadol,Calmador Cb,nan,,nan,10,Capsulas,Finadiet
Tramadol,Calmador Retard,100 Mg,100.0,Mg,10,Comprimidos,Finadiet
Tramadol,Cloq,50 Mg,50.0,Mg,20,Comprimidos,Trb-Pharma
Tramadol,Cloq,nan,,nan,20,Gotas,Trb-Pharma
Tramadol,Lafedol,50 Mg,50.0,Mg,30,Comprimidos,Lafedar
Tramadol,Lafedol,50 Mg,50.0,Mg,20,Comprimidos,Lafedar
Tramadol,Lafedol,nan,,nan,20,Gotas,Lafedar
Tramadol,Lafedol,nan,,nan,10,Gotas,Lafedar
Tramadol,Lixidol,100 Mg,100.0,Mg,10,Gotas,Casasco
Tramadol,Lixidol,100 Mg,100.0,Mg,20,Gotas,Casasco
Tramadol,Lixidol,50 Mg,50.0,Mg,20,Comprimidos,Casasco
Tramadol,Lixidol,50 Mg,50.0,Mg,30,Comprimidos,Casasco
Tramadol,Lixidol Lp,100 Mg,100.0,Mg,10,Comprimidos,Casasco
Tramadol,Supragesic T Nf,nan,,nan,20,Comprimidos,Beta
Tramadol,Supragesic T Nf,nan,,nan,10,Gotas,Beta
Tramadol,Supragesic T Nf,nan,,nan,20,Gotas,Beta
Tramadol,Trama Klosidol,100 Mg,100.0,Mg,10,Solucion,Bago
Tramadol,Trama Klosidol,50 Mg,50.0,Mg,20,Comprimidos,Bago
Tramadol,Trama Klosidol 5 Unidades,100 Mg,100.0,Mg,1,Ampolla,Bago
Tramadol,Tramacat,nan,,nan,10,Gotas,Catalysis
Tramadol,Tramacat,nan,,nan,20,Gotas,Catalysis
Tramadol,Tramadolten,50 Mg,50.0,Mg,20,Comprimidos,Pfizer
Tramadol,Tramal,nan,,nan,10,Gotas,Vannier - Grunen
Tramadol,Tramal Hci,50 Mg,50.0,Mg,10,Capsulas,Vannier - Grunen
Tramadol,Tramal Long,100 Mg,100.0,Mg,10,Comprimidos,Vannier - Grunen
Tramadol,Ultracalmans,50 Mg,50.0,Mg,20,Comprimidos,Soubeiran Chobet
Tramadol,Ultracalmans,50 Mg,50.0,Mg,20,Gotas,Soubeiran Chobet
Tramadol + Paracetamol,Calmador Plus,nan,,nan,10,Comprimidos,Finadiet
Tramadol + Paracetamol,Calmador Plus,nan,,nan,20,Comprimidos,Finadiet
Tramadol + Paracetamol,Cloq Plus,nan,,nan,10,Comprimidos,Trb-Pharma
Tramadol + Paracetamol,Supragesic T Plus,nan,,nan,10,Comprimidos,Beta
Tramadol + Paracetamol,Taxat,nan,,nan,10,Comprimidos,Montpellier
Tramadol + Paracetamol,Tramacet,nan,,nan,10,Comprimidos,Janssen-Cilag
Tramadol + Paracetamol,Ultragesic Plus,37.5/32,,nan,10,Comprimidos,Raffo
Travoprost,Arvo,nan,,nan,2.5,Colirio,Elea - Phoenix
Travoprost,Glaucoprost,nan,,nan,3,Colirio,Max Vision
Travoprost,Glaunot,0.004 %,0.004,%,2.5,Colirio,Lab Internaciona
Travoprost,Travatan,nan,,nan,2.5,Colirio,Novartis
Travoprost,Travoplos,nan,,nan,5,Colirio,Novoplos
Travoprost + Timolol,Duotrav,0.50 %,0.5,%,2.5,Colirio,Novartis
Travoprost + Timolol,Glaunot T,nan,,nan,2.5,Colirio,Lab Internaciona
Trazodone,Taxagon Ad,100 Mg,100.0,Mg,20,Comprimidos,Teva Argentina (Ex Ivax Arg)
Trazodone,Taxagon Ad,50 Mg,50.0,Mg,20,Comprimidos,Teva Argentina (Ex Ivax Arg)
Tretinoina,Dorpiel,0.025 %,0.025,%,20,Crema,Fortbenton
Tretinoina,Dorpiel,0.05 %,0.05,%,20,Crema,Fortbenton
Tretinoina,Dorpiel,0.10 %,0.1,%,10,Solucion,Fortbenton
Tretinoina,Dorpiel,0.10 %,0.1,%,20,Crema,Fortbenton
Tretinoina,Neotretin D,0.005 %,0.005,%,30,Crema,Cassara
Tretinoina,Neotretin F,0.05 %,0.05,%,30,Crema,Cassara
Tretinoina,Neotretin M,0.025 %,0.025,%,30,Crema,Cassara
Tretinoina,Niterey,0.02,,nan,30,Crema,Pharmatrix
Tretinoina,Niterey,0.05,,nan,30,Crema,Pharmatrix
Tretinoina + Eritromicina,Acneout,nan,,nan,15,Gel,Hlb Pharma
Tretinoina + Eritromicina,Tratacne Topico,nan,,nan,15,Gel,Raymos
Triamcinolona,Fortcinolona 1 Unidad,40 Mg,40.0,Mg,1,Frasco Ampolla,Fortbenton
Triamcinolona,Fortcinolona 1 Unidad,nan,,nan,5,Frasco Ampolla,Fortbenton
Triamcinolona,Glytop,nan,,nan,30,Crema,Pharmatrix
Triamcinolona,Glytop F,nan,,nan,30,Crema,Pharmatrix
Triamcinolona,Nasacort Aq,nan,,nan,120,Aerosol/Spray,Sanofi-Aventis O
Triamcinolona + Asoc.,Mantus,nan,,nan,10,Pomada,Investi
Triamcinolona + Asoc.,Sorsis,nan,,nan,45,Crema,Fortbenton
Trihexifenidilo,Artane,5 Mg,5.0,Mg,50,Comprimidos,Pfizer
Trihexifenidilo,Trihexifenidilo Cevallos,5 Mg,5.0,Mg,50,Comprimidos,Cevallos
Trimebutina,Altrip,200 Mg,200.0,Mg,30,Comprimidos,Spedrog Caillon
Trimebutina,Altrip,200 Mg,200.0,Mg,60,Comprimidos,Spedrog Caillon
Trimebutina,Biorgan,200 Mg,200.0,Mg,20,Comprimidos,Teva Argentina (Ex Ivax Arg)
Trimebutina,Biorgan,200 Mg,200.0,Mg,40,Comprimidos,Teva Argentina (Ex Ivax Arg)
Trimebutina,Biorgan Ap,300 Mg,300.0,Mg,20,Comprimidos,Teva Argentina (Ex Ivax Arg)
Trimebutina,Colixane,200 Mg,200.0,Mg,30,Comprimidos,Sanitas
Trimebutina,Debridat,200 Mg,200.0,Mg,20,Comprimidos,Pfizer
Trimebutina,Debridat,200 Mg,200.0,Mg,40,Comprimidos,Pfizer
Trimebutina,Debridat Ap,300 Mg,300.0,Mg,20,Comprimidos,Pfizer
Trimebutina,Eumotil,100 Mg,100.0,Mg,20,Comprimidos,Baliarda
Trimebutina,Eumotil,200 Mg,200.0,Mg,20,Comprimidos,Baliarda
Trimebutina,Eumotil,200 Mg,200.0,Mg,40,Comprimidos,Baliarda
Trimebutina,Eumotil,200 Mg,200.0,Mg,30,Comprimidos,Baliarda
Trimebutina,Eumotil,300 Mg,300.0,Mg,30,Comprimidos,Baliarda
Trimebutina,Miopropan,100 Mg,100.0,Mg,20,Comprimidos,Bernabo
Trimebutina,Miopropan,100 Mg,100.0,Mg,40,Comprimidos,Bernabo
Trimebutina,Miopropan,200 Mg,200.0,Mg,30,Comprimidos,Bernabo
Trimebutina,Miopropan,200 Mg,200.0,Mg,20,Comprimidos,Bernabo
Trimebutina,Miopropan,200 Mg,200.0,Mg,60,Comprimidos,Bernabo
Trimebutina,Miopropan Lp,300 Mg,300.0,Mg,30,Comprimidos,Bernabo
Trimebutina,Miopropan Lp,300 Mg,300.0,Mg,20,Comprimidos,Bernabo
Trimebutina,Miopropan Lp,300 Mg,300.0,Mg,60,Comprimidos,Bernabo
Trimebutina,Neotina,nan,,nan,30,Comprimidos,Rossmore Pharma
Trimebutina,Neotina,nan,,nan,60,Comprimidos,Rossmore Pharma
Trimebutina,Normopax,200 Mg,200.0,Mg,30,Comprimidos,Eczane
Trimebutina,Normopax,200 Mg,200.0,Mg,60,Comprimidos,Eczane
Trimebutina,Plidex,200 Mg,200.0,Mg,30,Comprimidos,Roemmers
Trimebutina,Plidex Ap,300 Mg,300.0,Mg,30,Comprimidos,Roemmers
Trimebutina,Procinet Nf,200 Mg,200.0,Mg,30,Comprimidos,Eurofarma
Trimebutina,Relopat,200 Mg,200.0,Mg,30,Comprimidos,Microsules Arg.
Trimebutina,Sangalina,200 Mg,200.0,Mg,30,Comprimidos,Sant Gall
Trimebutina,Tributina,100 Mg,100.0,Mg,20,Comprimidos,Lafedar
Trimebutina,Tributina,100 Mg,100.0,Mg,40,Comprimidos,Lafedar
Trimebutina,Tributina,200 Mg,200.0,Mg,20,Comprimidos,Lafedar
Trimebutina,Tributina,200 Mg,200.0,Mg,30,Comprimidos,Lafedar
Trimebutina,Tributina,200 Mg,200.0,Mg,60,Comprimidos,Lafedar
Trimebutina,Trimebutina Vannier,200 Mg,200.0,Mg,20,Comprimidos,Vannier
Trimebutina + Bromazepam,Biorgan B,nan,,nan,30,Comprimidos,Teva Argentina (Ex Ivax Arg)
Trimebutina + Bromazepam,Colixane B,100 Mg,100.0,Mg,30,Comprimidos,Sanitas
Trimebutina + Bromazepam,Debridat B,nan,,nan,30,Comprimidos,Pfizer
Trimebutina + Bromazepam,Debridat B 200,nan,,nan,30,Comprimidos,Pfizer
Trimebutina + Bromazepam,Eumotil T,nan,,nan,20,Comprimidos,Baliarda
Trimebutina + Bromazepam,Eumotil T,nan,,nan,50,Comprimidos,Baliarda
Trimebutina + Bromazepam,Miopropan T,100 Mg,100.0,Mg,20,Comprimidos,Bernabo
Trimebutina + Bromazepam,Miopropan T,100 Mg,100.0,Mg,50,Comprimidos,Bernabo
Trimebutina + Bromazepam,Miopropan T,200 Mg,200.0,Mg,30,Comprimidos,Bernabo
Trimebutina + Domperidona + Simetic.,Colixane Disten,nan,,nan,60,Comprimidos,Sanitas
Trimebutina + Ruscogenina,Miopropan Proctologico,nan,,nan,20,Crema,Bernabo
Trimebutina + Simeticona,Colonorm,200/120,,nan,30,Comprimidos,Lazar
Trimebutina + Simeticona,Colonorm,200/120,,nan,60,Comprimidos,Lazar
Trimebutina + Simeticona,Eumotil S,nan,,nan,30,Comprimidos,Baliarda
Trimebutina + Simeticona,Eumotil S,nan,,nan,60,Comprimidos,Baliarda
Trimebutina + Simeticona,Factorex,nan,,nan,30,Comprimidos,Casasco
Trimebutina + Simeticona,Factorex,nan,,nan,60,Comprimidos,Casasco
Trimebutina + Simeticona,Miopropan S,nan,,nan,30,Comprimidos,Bernabo
Trimebutina + Simeticona,Miopropan S,nan,,nan,60,Comprimidos,Bernabo
Trimebutina + Simeticona,Plidex S,200/120,,nan,30,Comprimidos,Roemmers
Trimebutina + Simeticona,Plidex S,200/120,,nan,60,Comprimidos,Roemmers
Trimetazidina,Vastarel Lp,35 Mg,35.0,Mg,60,Comprimidos,Servier
Triticum Vulgare + Asoc.,Cicatul Nf Topica,nan,,nan,30,Crema,Raymos
Tropicamida,Alcon Mydril,1%,1.0,%,5,Colirio,Alcon
Troxerrutina + Escina,Troxeven Forte,nan,,nan,20,Comprimidos,Craveri
Troxerrutina + Escina,Troxeven Forte,nan,,nan,40,Comprimidos,Craveri
Troxerrutina + Escina,Tubarine,1000 Mg,1000.0,Mg,30,Comprimidos,Spedrog Caillon
Troxerrutina + Escina,Tubarine 500,nan,,nan,30,Comprimidos,Spedrog Caillon
Umeclidinio,Incruse Ellipta,55 Mcg,55.0,Mcg,30,Aerosol/Spray,Glaxosmithkline
Umeclidinio + Vilanterol,Anoro Ellipta,55/22 Mcg,,nan,30,Aerosol/Spray,Glaxosmithkline
"Ursodesoxicolico,Ac.",Audecol,150 Mg,150.0,Mg,20,Comprimidos,Ariston
"Ursodesoxicolico,Ac.",Audecol,300 Mg,300.0,Mg,50,Comprimidos,Ariston
"Ursodesoxicolico,Ac.",Audecol,300 Mg,300.0,Mg,20,Comprimidos,Ariston
"Ursodesoxicolico,Ac.",Dexo,150 Mg,150.0,Mg,20,Comprimidos,Dominguez
"Ursodesoxicolico,Ac.",Dexo,300 Mg,300.0,Mg,20,Comprimidos,Dominguez
"Ursodesoxicolico,Ac.",Dexo Forte,500 Mg,500.0,Mg,30,Comprimidos,Dominguez
"Ursodesoxicolico,Ac.",Udca Ferring,250 Mg,250.0,Mg,30,Capsulas,Ferring
"Ursodesoxicolico,Ac.",Udca Ferring,250 Mg,250.0,Mg,60,Capsulas,Ferring
"Ursodesoxicolico,Ac.",Udca Ferring,300 Mg,300.0,Mg,30,Comprimidos,Ferring
"Ursodesoxicolico,Ac.",Udca Ferring,300 Mg,300.0,Mg,60,Comprimidos,Ferring
"Ursodesoxicolico,Ac.",Urdecole,300 Mg,300.0,Mg,30,Comprimidos,Eczane
"Ursodesoxicolico,Ac.",Urdecole,300 Mg,300.0,Mg,50,Comprimidos,Eczane
"Ursodesoxicolico,Ac.",Urdecole,500 Mg,500.0,Mg,30,Comprimidos,Eczane
"Ursodesoxicolico,Ac.",Ursidesox,150 Mg,150.0,Mg,20,Comprimidos,Duncan
"Ursodesoxicolico,Ac.",Ursidesox,300 Mg,300.0,Mg,30,Comprimidos,Duncan
"Ursodesoxicolico,Ac.",Ursodiol,150 Mg,150.0,Mg,20,Comprimidos,Pharmanove
"Ursodesoxicolico,Ac.",Ursodiol,300 Mg,300.0,Mg,30,Comprimidos,Pharmanove
"Ursodesoxicolico,Ac.",Ursodiol,300 Mg,300.0,Mg,50,Comprimidos,Pharmanove
"Ursodesoxicolico,Ac.",Ursodiol Forte,500 Mg,500.0,Mg,30,Comprimidos,Pharmanove
"Ursodesoxicolico,Ac.",Ursodiol Forte,500 Mg,500.0,Mg,50,Comprimidos,Pharmanove
"Ursodesoxicolico,Ac.",Ursofalk,500 Mg,500.0,Mg,50,Comprimidos,Biotoscana
"Ursodesoxicolico,Ac.",Ursomax,300 Mg,300.0,Mg,30,Comprimidos,Spedrog Caillon
"Ursodesoxicolico,Ac.",Ursotop,300 Mg,300.0,Mg,30,Comprimidos,Rossmore Pharma
"Ursodesoxicolico,Ac.",Ursotop,300 Mg,300.0,Mg,50,Comprimidos,Rossmore Pharma
"Ursodesoxicolico,Ac.",Urzac,150 Mg,150.0,Mg,20,Comprimidos,Eurofarma
"Ursodesoxicolico,Ac.",Urzac,300 Mg,300.0,Mg,30,Comprimidos,Eurofarma
"Ursodesoxicolico,Ac.",Urzac,300 Mg,300.0,Mg,50,Comprimidos,Eurofarma
"Ursodesoxicolico,Ac.",Urzac Forte,500 Mg,500.0,Mg,30,Comprimidos,Eurofarma
"Ursodesoxicolico,Ac.",Utral,300 Mg,300.0,Mg,30,Comprimidos,Sanitas
Valaciclovir,Valtrex,500 Mg,500.0,Mg,10,Comprimidos,Glaxosmithkline
Valaciclovir,Valtrex,500 Mg,500.0,Mg,42,Comprimidos,Glaxosmithkline
Valaciclovir,Viramixal,500 Mg,500.0,Mg,10,Comprimidos,Panalab
Valaciclovir,Viramixal,500 Mg,500.0,Mg,42,Comprimidos,Panalab
"Valproico,Ac.",Depakene,250 Mg,250.0,Mg,50,Capsulas,Abbott Epd
"Valproico,Ac.",Depakene,50 Mg,50.0,Mg,120,Jarabe/Tonico,Abbott Epd
"Valproico,Ac.",Exibral,50 Mg,50.0,Mg,120,Jarabe/Tonico,Bago
"Valproico,Ac.",Logical,50 Mg,50.0,Mg,120,Jarabe/Tonico,Teva Argentina (Ex Ivax Arg)
Valsartan,Alpertan,160 Mg,160.0,Mg,14,Comprimidos,Raffo
Valsartan,Alpertan,160 Mg,160.0,Mg,28,Comprimidos,Raffo
Valsartan,Alpertan,320 Mg,320.0,Mg,28,Comprimidos,Raffo
Valsartan,Alpertan,80 Mg,80.0,Mg,14,Comprimidos,Raffo
Valsartan,Alpertan,80 Mg,80.0,Mg,28,Comprimidos,Raffo
Valsartan,Corosan,160 Mg,160.0,Mg,30,Comprimidos,Elea - Phoenix
Valsartan,Corosan,320 Mg,320.0,Mg,30,Comprimidos,Elea - Phoenix
Valsartan,Corosan,80 Mg,80.0,Mg,30,Comprimidos,Elea - Phoenix
Valsartan,Diapresan,160 Mg,160.0,Mg,15,Comprimidos,Montpellier
Valsartan,Diapresan,160 Mg,160.0,Mg,30,Comprimidos,Montpellier
Valsartan,Diapresan,80 Mg,80.0,Mg,15,Comprimidos,Montpellier
Valsartan,Diapresan,80 Mg,80.0,Mg,30,Comprimidos,Montpellier
Valsartan,Dilcoran,160 Mg,160.0,Mg,28,Comprimidos,Casasco
Valsartan,Dilcoran,320 Mg,320.0,Mg,28,Comprimidos,Casasco
Valsartan,Dilcoran,80 Mg,80.0,Mg,28,Comprimidos,Casasco
Valsartan,Diovan,160 Mg,160.0,Mg,14,Comprimidos,Novartis
Valsartan,Diovan,160 Mg,160.0,Mg,28,Comprimidos,Novartis
Valsartan,Diovan,320 Mg,320.0,Mg,28,Comprimidos,Novartis
Valsartan,Diovan,80 Mg,80.0,Mg,28,Comprimidos,Novartis
Valsartan,Diovan Ic,40 Mg,40.0,Mg,14,Comprimidos,Novartis
Valsartan,Hiperval,160 Mg,160.0,Mg,28,Comprimidos,Richmond
Valsartan,Hiperval,80 Mg,80.0,Mg,28,Comprimidos,Richmond
Valsartan,Medicoran,80 Mg,80.0,Mg,28,Capsulas,Biosintex Retail
Valsartan,Nicorvas,160 Mg,160.0,Mg,30,Comprimidos,Temis-Lostalo
Valsartan,Nicorvas,80 Mg,80.0,Mg,30,Comprimidos,Temis-Lostalo
Valsartan,Racorval,160 Mg,160.0,Mg,14,Comprimidos,Nova Argentia
Valsartan,Racorval,160 Mg,160.0,Mg,28,Comprimidos,Nova Argentia
Valsartan,Racorval,320 Mg,320.0,Mg,30,Comprimidos,Nova Argentia
Valsartan,Racorval,80 Mg,80.0,Mg,14,Comprimidos,Nova Argentia
Valsartan,Racorval,80 Mg,80.0,Mg,28,Comprimidos,Nova Argentia
Valsartan,Sarval,160 Mg,160.0,Mg,15,Comprimidos,Baliarda
Valsartan,Sarval,160 Mg,160.0,Mg,30,Comprimidos,Baliarda
Valsartan,Sarval,320 Mg,320.0,Mg,30,Comprimidos,Baliarda
Valsartan,Sarval,80 Mg,80.0,Mg,15,Comprimidos,Baliarda
Valsartan,Sarval,80 Mg,80.0,Mg,30,Comprimidos,Baliarda
Valsartan,Semanar,160 Mg,160.0,Mg,14,Comprimidos,Microsules Arg.
Valsartan,Semanar,160 Mg,160.0,Mg,28,Comprimidos,Microsules Arg.
Valsartan,Semanar,80 Mg,80.0,Mg,14,Comprimidos,Microsules Arg.
Valsartan,Semanar,80 Mg,80.0,Mg,28,Comprimidos,Microsules Arg.
Valsartan,Simultan,160 Mg,160.0,Mg,14,Comprimidos,Lazar
Valsartan,Simultan,160 Mg,160.0,Mg,30,Comprimidos,Lazar
Valsartan,Simultan,320 Mg,320.0,Mg,30,Comprimidos,Lazar
Valsartan,Simultan,80 Mg,80.0,Mg,14,Comprimidos,Lazar
Valsartan,Simultan,80 Mg,80.0,Mg,30,Comprimidos,Lazar
Valsartan  +  Amlodipina,Disarval,160/10 Mg,,nan,30,Comprimidos,Baliarda
Valsartan  +  Amlodipina,Disarval,160/5 Mg,,nan,30,Comprimidos,Baliarda
Valsartan  +  Amlodipina,Disarval,320/10 Mg,,nan,30,Comprimidos,Baliarda
Valsartan  +  Amlodipina,Disarval,320/5 Mg,,nan,30,Comprimidos,Baliarda
Valsartan  +  Hidroclorotiazida,Diapresan D,160/25 Mg,,nan,30,Comprimidos,Montpellier
Valsartan + Amlodipina,Diapresan A,160/10M,,nan,30,Comprimidos,Montpellier
Valsartan + Amlodipina,Diapresan A,160/5Mg,,nan,30,Comprimidos,Montpellier
Valsartan + Amlodipina,Dilcoran Plus,160/10M,,nan,28,Comprimidos,Casasco
Valsartan + Amlodipina,Dilcoran Plus,160/5Mg,,nan,28,Comprimidos,Casasco
