principio_activo,nombre_comercial,potencia,potencia_valor,potencia_unidad,contenido,presentación,laboratorio
Amlodipina,Amlodipina Hlb,5 Mg,5.0,Mg,30,Comprimidos,Hlb Pharma
Amlodipina,Amlodipina Ilab,10 Mg,10.0,Mg,30,Comprimidos,Inmunolab
Amlodipina,Amlodipina Ilab,5 Mg,5.0,Mg,30,Comprimidos,Inmunolab
Amlodipina,Amlodipina Richet,10 Mg,10.0,Mg,30,Comprimidos,Richet
Amlodipina,Amlodipina Richet,5 Mg,5.0,Mg,30,Comprimidos,Richet
Amlodipina,Amlodipina Tauro,10 Mg,10.0,Mg,30,Comprimidos,Laboratorios Tauro
Amlodipina,Amlodipina Tauro,10 Mg,10.0,Mg,60,Comprimidos,Laboratorios Tauro
Amlodipina,Amlodipina Tauro,5 Mg,5.0,Mg,30,Comprimidos,Laboratorios Tauro
Amlodipina,Amlodipina Tauro,5 Mg,5.0,Mg,60,Comprimidos,Laboratorios Tauro
Amlodipina,Amlodipina Vannier,10 Mg,10.0,Mg,30,Comprimidos,Vannier
Amlodipina,Amlodipina Vannier,5 Mg,5.0,Mg,30,Comprimidos,Vannier
Amlodipina,Amlopaw,10 Mg,10.0,Mg,10,Comprimidos,Rospaw
Amlodipina,Amlopaw,10 Mg,10.0,Mg,30,Comprimidos,Rospaw
Amlodipina,Amlopaw,5 Mg,5.0,Mg,10,Comprimidos,Rospaw
Amlodipina,Amlopaw,5 Mg,5.0,Mg,30,Comprimidos,Rospaw
Amlodipina,Amlopaw,5 Mg,5.0,Mg,60,Comprimidos,Rospaw
Amlodipina,Amlotens,10 Mg,10.0,Mg,30,Comprimidos,Klonal
Amlodipina,Amlotens,5 Mg,5.0,Mg,30,Comprimidos,Klonal
Amlodipina,Anexa,10 Mg,10.0,Mg,30,Comprimidos,Microsules Arg.
Amlodipina,Anexa,5 Mg,5.0,Mg,30,Comprimidos,Microsules Arg.
Amlodipina,Angiofilina,10 Mg,10.0,Mg,30,Comprimidos,Fabra
Amlodipina,Angiofilina,5 Mg,5.0,Mg,30,Comprimidos,Fabra
Amlodipina,Arteriosan,10 Mg,10.0,Mg,30,Comprimidos,Bernabo
Amlodipina,Arteriosan,5 Mg,5.0,Mg,30,Comprimidos,Bernabo
Amlodipina,Brancilina,10 Mg,10.0,Mg,30,Comprimidos,Fecofar
Amlodipina,Brancilina,5 Mg,5.0,Mg,30,Comprimidos,Fecofar
Amlodipina,Calpres,10 Mg,10.0,Mg,30,Comprimidos,Temis-Lostalo
Amlodipina,Calpres,10 Mg,10.0,Mg,60,Comprimidos,Temis-Lostalo
Amlodipina,Calpres,5 Mg,5.0,Mg,30,Comprimidos,Temis-Lostalo
Amlodipina,Calpres,5 Mg,5.0,Mg,60,Comprimidos,Temis-Lostalo
Amlodipina,Cardiorex,10 Mg,10.0,Mg,30,Comprimidos,Bago
Amlodipina,Cardiorex,5 Mg,5.0,Mg,30,Comprimidos,Bago
Amlodipina,Cardiorex Cdo,10 Mg,10.0,Mg,30,Comprimidos,Bago
Amlodipina,Cardiorex Cdo,5 Mg,5.0,Mg,30,Comprimidos,Bago
Amlodipina,Cardivas,10 Mg,10.0,Mg,30,Comprimidos,Sidus
Amlodipina,Cardivas,5 Mg,5.0,Mg,30,Comprimidos,Sidus
Amlodipina,Coroval,10 Mg,10.0,Mg,30,Comprimidos,Nova Argentia
Amlodipina,Coroval,5 Mg,5.0,Mg,30,Comprimidos,Nova Argentia
Amlodipina,Fabocef,10 Mg,10.0,Mg,30,Comprimidos,Savant Consumer
Amlodipina,Hipertensal (Ex Anexa),10 Mg,10.0,Mg,30,Comprimidos,Finadiet
Amlodipina,Hipertensal (Ex Anexa),5 Mg,5.0,Mg,30,Comprimidos,Finadiet
Amlodipina,Ilduc,10 Mg,10.0,Mg,30,Comprimidos,Baliarda
Amlodipina,Ilduc,5 Mg,5.0,Mg,30,Comprimidos,Baliarda
Amlodipina,Indalten,10 Mg,10.0,Mg,30,Comprimidos,Montpellier
Amlodipina,Indalten,5 Mg,5.0,Mg,30,Comprimidos,Montpellier
Amlodipina,Mitokor,10 Mg,10.0,Mg,30,Comprimidos,Biotenk
Amlodipina,Mitokor,5 Mg,5.0,Mg,30,Comprimidos,Biotenk
Amlodipina,Nexotensil,10 Mg,10.0,Mg,30,Comprimidos,Nexo Pharmaceuti
Amlodipina,Nexotensil,5 Mg,5.0,Mg,30,Comprimidos,Nexo Pharmaceuti
Amlodipina,Pelmec,10 Mg,10.0,Mg,30,Comprimidos,Casasco
Amlodipina,Pelmec,10 Mg,10.0,Mg,60,Comprimidos,Casasco
Amlodipina,Pelmec,5 Mg,5.0,Mg,30,Comprimidos,Casasco
Amlodipina,Pelmec,5 Mg,5.0,Mg,60,Comprimidos,Casasco
Amlodipina,Tensimed,10 Mg,10.0,Mg,30,Comprimidos,Lepetit
Amlodipina,Tensimed,5 Mg,5.0,Mg,30,Comprimidos,Lepetit
Amlodipina,Terloc,10 Mg,10.0,Mg,30,Comprimidos,Teva Argentina (Ex Ivax Arg)
Amlodipina,Terloc,10 Mg,10.0,Mg,60,Comprimidos,Teva Argentina (Ex Ivax Arg)
Amlodipina,Terloc,5 Mg,5.0,Mg,30,Comprimidos,Teva Argentina (Ex Ivax Arg)
Amlodipina,Terloc,5 Mg,5.0,Mg,60,Comprimidos,Teva Argentina (Ex Ivax Arg)
Amlodipina,Tervalon,10 Mg,10.0,Mg,30,Comprimidos,Lazar
Amlodipina,Tervalon,5 Mg,5.0,Mg,30,Comprimidos,Lazar
Amlodipina,Zundic,10 Mg,10.0,Mg,30,Comprimidos,Raffo
Amlodipina,Zundic,5 Mg,5.0,Mg,30,Comprimidos,Raffo
Amlodipina + Atorvastatin,Amloc Plus,10/20 M,,nan,30,Comprimidos,Pfizer
Amlodipina + Atorvastatin,Amloc Plus,5/10 Mg,,nan,30,Comprimidos,Pfizer
Amlodipina + Atorvastatin,Amloc Plus,5/20 Mg,,nan,30,Comprimidos,Pfizer
Amlodipina + Atorvastatin,Pelmec Plus,5/10 Mg,,nan,30,Comprimidos,Casasco
Amlodipina + Atorvastatin,Temax,10/20Mg,,nan,30,Comprimidos,Sidus
Amlodipina + Atorvastatin,Temax,5/10 Mg,,nan,30,Comprimidos,Sidus
Amlodipina + Atorvastatin,Temax,5/20 Mg,,nan,30,Comprimidos,Sidus
Amlodipina + Benazepril,Arteriosan Plus,2.5/10M,,nan,30,Comprimidos,Bernabo
Amlodipina + Benazepril,Arteriosan Plus,5/10 Mg,,nan,30,Comprimidos,Bernabo
Amlodipina + Benazepril,Arteriosan Plus,5/20 Mg,,nan,30,Comprimidos,Bernabo
Amlodipina + Benazepril,Ilduc Duo,2.5/10M,,nan,30,Capsulas,Baliarda
Amlodipina + Benazepril,Ilduc Duo,5/10 Mg,,nan,30,Capsulas,Baliarda
Amlodipina + Benazepril,Ilduc Duo,5/20 Mg,,nan,30,Capsulas,Baliarda
Amlodipina + Benazepril,Pelmec Duo,2.5/10M,,nan,30,Capsulas,Casasco
Amlodipina + Benazepril,Pelmec Duo,5/10 Mg,,nan,30,Capsulas,Casasco
Amlodipina + Benazepril,Pelmec Duo,5/20 Mg,,nan,30,Capsulas,Casasco
Amlodipina + Benazepril,Terloc Duo,2.5/10M,,nan,30,Capsulas,Teva Argentina (Ex Ivax Arg)
Amlodipina + Benazepril,Terloc Duo,5/10 Mg,,nan,30,Capsulas,Teva Argentina (Ex Ivax Arg)
Amlodipina + Benazepril,Terloc Duo,5/20 Mg,,nan,30,Capsulas,Teva Argentina (Ex Ivax Arg)
"Amlodipina + Losartan,Potasico",Arteriosan Compuesto,5/100 M,,nan,30,Comprimidos,Bernabo
"Amlodipina + Losartan,Potasico",Arteriosan Compuesto,5/50 Mg,,nan,30,Comprimidos,Bernabo
"Amlodipina + Losartan,Potasico",Fensartan Unimax,100/5Mg,,nan,30,Comprimidos,Elea - Phoenix
"Amlodipina + Losartan,Potasico",Fensartan Unimax,50/5 Mg,,nan,30,Comprimidos,Elea - Phoenix
"Amlodipina + Losartan,Potasico",Losacor A,5/100Mg,,nan,30,Comprimidos,Roemmers
"Amlodipina + Losartan,Potasico",Losacor A,5/50 Mg,,nan,30,Comprimidos,Roemmers
"Amlodipina + Losartan,Potasico",Niten Max,5/100Mg,,nan,30,Comprimidos,Teva Argentina (Ex Ivax Arg)
"Amlodipina + Losartan,Potasico",Niten Max,5/50 Mg,,nan,30,Comprimidos,Teva Argentina (Ex Ivax Arg)
"Amlodipina + Losartan,Potasico",Pelmec At,5/100Mg,,nan,30,Comprimidos,Casasco
"Amlodipina + Losartan,Potasico",Pelmec At,5/50 Mg,,nan,30,Comprimidos,Casasco
"Amlodipina + Losartan,Potasico",Presimax A,100/5Mg,,nan,30,Comprimidos,Bago
"Amlodipina + Losartan,Potasico",Presimax A,50/5 Mg,,nan,30,Comprimidos,Bago
Amoxicilina,Amixen,500 Mg,500.0,Mg,8,Comprimidos,Bernabo
Amoxicilina,Amixen,500 Mg,500.0,Mg,16,Comprimidos,Bernabo
Amoxicilina,Amixen,500 Mg,500.0,Mg,21,Comprimidos,Bernabo
Amoxicilina,Amixen,750 Mg,750.0,Mg,16,Comprimidos,Bernabo
Amoxicilina,Amixen Duo,nan,,nan,14,Comprimidos,Bernabo
Amoxicilina,Amox G,1000 Mg,1000.0,Mg,16,Comprimidos,Klonal
Amoxicilina,Amox G,250 Mg,250.0,Mg,90,Suspension,Klonal
Amoxicilina,Amox G,500 Mg,500.0,Mg,90,Jarabe/Tonico,Klonal
Amoxicilina,Amox G,500 Mg,500.0,Mg,21,Comprimidos,Klonal
Amoxicilina,Amox G Duo,750 Mg,750.0,Mg,70,Solucion/Suspension Oral,Klonal
Amoxicilina,Amox G Duo,875 Mg,875.0,Mg,16,Comprimidos,Klonal
Amoxicilina,Amoxi 250 Mar,250 Mg,250.0,Mg,105,Jarabe/Tonico,Mar
Amoxicilina,Amoxi 500 Mar,500 Mg,500.0,Mg,21,Comprimidos,Mar
Amoxicilina,Amoxi 500 Mar,500 Mg,500.0,Mg,150,Jarabe/Tonico,Mar
Amoxicilina,Amoxi 500 Mar,nan,,nan,105,Jarabe/Tonico,Mar
Amoxicilina,Amoxi Duo Mar,750 Mg,750.0,Mg,70,Suspension,Mar
Amoxicilina,Amoxi Duo Mar,875 Mg,875.0,Mg,14,Comprimidos,Mar
Amoxicilina,Amoxicilina Fecofar,250 Mg,250.0,Mg,60,Jarabe/Tonico,Fecofar
Amoxicilina,Amoxicilina Fecofar,250 Mg,250.0,Mg,90,Jarabe/Tonico,Fecofar
Amoxicilina,Amoxicilina Fecofar,250 Mg,250.0,Mg,120,Jarabe/Tonico,Fecofar
Amoxicilina,Amoxicilina Fecofar,500 Mg,500.0,Mg,8,Comprimidos,Fecofar
Amoxicilina,Amoxicilina Fecofar,500 Mg,500.0,Mg,16,Comprimidos,Fecofar
Amoxicilina,Amoxicilina Fecofar,500 Mg,500.0,Mg,60,Jarabe/Tonico,Fecofar
Amoxicilina,Amoxicilina Fecofar,500 Mg,500.0,Mg,90,Jarabe/Tonico,Fecofar
Amoxicilina,Amoxicilina Fecofar,500 Mg,500.0,Mg,120,Jarabe/Tonico,Fecofar
Amoxicilina,Amoxicilina Fecofar Duo,750 Mg,750.0,Mg,70,Jarabe/Tonico,Fecofar
Amoxicilina,Amoxicilina Fecofar Duo,875 Mg,875.0,Mg,14,Comprimidos,Fecofar
Amoxicilina,Amoxicilina Lafedar,1000 Mg,1000.0,Mg,16,Comprimidos,Lafedar
Amoxicilina,Amoxicilina Lafedar,1000 Mg,1000.0,Mg,8,Comprimidos,Lafedar
Amoxicilina,Amoxicilina Lafedar,250 Mg,250.0,Mg,90,Suspension,Lafedar
Amoxicilina,Amoxicilina Lafedar,500 Mg,500.0,Mg,90,Suspension,Lafedar
Amoxicilina,Amoxicilina Lafedar,500 Mg,500.0,Mg,60,Suspension,Lafedar
Amoxicilina,Amoxicilina Lafedar,500 Mg,500.0,Mg,120,Suspension,Lafedar
Amoxicilina,Amoxicilina Richet,1000 Mg,1000.0,Mg,8,Comprimidos,Richet
Amoxicilina,Amoxicilina Richet,1000 Mg,1000.0,Mg,16,Comprimidos,Richet
Amoxicilina,Amoxicilina Richet,250 Mg,250.0,Mg,120,Suspension,Richet
Amoxicilina,Amoxicilina Richet,250 Mg,250.0,Mg,90,Suspension,Richet
Amoxicilina,Amoxicilina Richet,500 Mg,500.0,Mg,16,Comprimidos,Richet
Amoxicilina,Amoxicilina Richet,500 Mg,500.0,Mg,60,Suspension,Richet
Amoxicilina,Amoxicilina Richet,500 Mg,500.0,Mg,90,Suspension,Richet
Amoxicilina,Amoxicilina Richet,500 Mg,500.0,Mg,120,Suspension,Richet
Amoxicilina,Amoxicilina Richet Duo,875 Mg,875.0,Mg,14,Comprimidos,Richet
Amoxicilina,Amoxicilina Sant Gall,250 Mg,250.0,Mg,90,Suspension,Sant Gall
Amoxicilina,Amoxicilina Sant Gall,500 Mg,500.0,Mg,16,Comprimidos,Sant Gall
Amoxicilina,Amoxicilina Sant Gall,500 Mg,500.0,Mg,90,Suspension,Sant Gall
Amoxicilina,Amoxicler,500 Mg,500.0,Mg,16,Comprimidos,Monserrat
Amoxicilina,Amoxicler,500 Mg,500.0,Mg,21,Comprimidos,Monserrat
Amoxicilina,Amoxicler,nan,,nan,90,Jarabe/Tonico,Monserrat
Amoxicilina,Amoxidal,1000 Mg,1000.0,Mg,16,Comprimidos,Roemmers
Amoxicilina,Amoxidal,1000 Mg,1000.0,Mg,1,Frasco Ampolla,Roemmers
Amoxicilina,Amoxidal,250 Mg,250.0,Mg,90,Suspension,Roemmers
Amoxicilina,Amoxidal,500 Mg,500.0,Mg,21,Comprimidos,Roemmers
Amoxicilina,Amoxidal Duo,750 Mg,750.0,Mg,70,Suspension,Roemmers
Amoxicilina,Amoxidal Duo,875 Mg,875.0,Mg,14,Comprimidos,Roemmers
Amoxicilina,Amoxidal Pediatrico,500 Mg,500.0,Mg,90,Suspension,Roemmers
Amoxicilina,Amoxidal Pediatrico,500 Mg,500.0,Mg,120,Suspension,Roemmers
Amoxicilina,Amoxigrand,1000 Mg,1000.0,Mg,16,Comprimidos,Lab Internaciona
Amoxicilina,Amoxigrand,500 Mg,500.0,Mg,16,Comprimidos,Lab Internaciona
Amoxicilina,Amoxigrand,500 Mg,500.0,Mg,90,Suspension,Lab Internaciona
Amoxicilina,Amoxigrand,875 Mg,875.0,Mg,16,Comprimidos,Lab Internaciona
Amoxicilina,Amoxipenil,250 Mg,250.0,Mg,90,Suspension,Montpellier
Amoxicilina,Amoxitenk (Amoxicilina Biotenk),500 Mg,500.0,Mg,8,Comprimidos,Biotenk
Amoxicilina,Amoxitenk (Amoxicilina Biotenk),500 Mg,500.0,Mg,16,Comprimidos,Biotenk
Amoxicilina,Amoxol,1000 Mg,1000.0,Mg,10,Comprimidos,Lepetit
Amoxicilina,Amoxol,500 Mg,500.0,Mg,10,Comprimidos,Lepetit
Amoxicilina,Amoxol,500 Mg,500.0,Mg,90,Solucion/Suspension Oral,Lepetit
Amoxicilina,Amoxol,500 Mg,500.0,Mg,120,Solucion/Suspension Oral,Lepetit
Amoxicilina,Amoxol Duo,nan,,nan,70,Solucion/Suspension Oral,Lepetit
Amoxicilina,Biolabsa,1000 Mg,1000.0,Mg,16,Comprimidos,Labsa
Amoxicilina,Biolabsa,250 Mg,250.0,Mg,90,Suspension,Labsa
Amoxicilina,Biolabsa,500 Mg,500.0,Mg,16,Comprimidos,Labsa
Amoxicilina,Biolabsa,500 Mg,500.0,Mg,90,Suspension,Labsa
Amoxicilina,Biolabsa Duo,750 Mg,750.0,Mg,70,Suspension,Labsa
Amoxicilina,Biolabsa Duo,875 Mg,875.0,Mg,14,Comprimidos,Labsa
Amoxicilina,Bioxilina,500 Mg,500.0,Mg,16,Comprimidos,Biosintex Retail
Amoxicilina,Bioxilina,500 Mg,500.0,Mg,90,Suspension,Biosintex Retail
Amoxicilina,Bioxilina Duo,750 Mg,750.0,Mg,70,Suspension,Biosintex Retail
Amoxicilina,Bioxilina Duo,875 Mg,875.0,Mg,14,Comprimidos,Biosintex Retail
Amoxicilina,Darzitil (Amoxicilina Fabra),1000 Mg,1000.0,Mg,8,Comprimidos,Fabra
Amoxicilina,Darzitil (Amoxicilina Fabra),1000 Mg,1000.0,Mg,16,Comprimidos,Fabra
Amoxicilina,Darzitil (Amoxicilina Fabra),250 Mg,250.0,Mg,90,Jarabe/Tonico,Fabra
Amoxicilina,Darzitil (Amoxicilina Fabra),500 Mg,500.0,Mg,16,Comprimidos,Fabra
Amoxicilina,Darzitil (Amoxicilina Fabra),500 Mg,500.0,Mg,60,Jarabe/Tonico,Fabra
Amoxicilina,Darzitil (Amoxicilina Fabra),500 Mg,500.0,Mg,90,Jarabe/Tonico,Fabra
Amoxicilina,Darzitil (Amoxicilina Fabra),500 Mg,500.0,Mg,120,Jarabe/Tonico,Fabra
Amoxicilina,Darzitil (Amoxicilina Fabra),500 Mg,500.0,Mg,8,Comprimidos,Fabra
Amoxicilina,Darzitil (Amoxicilina Fabra),500 Mg,500.0,Mg,21,Comprimidos,Fabra
Amoxicilina,Darzitil Duo,750 Mg,750.0,Mg,70,Suspension,Fabra
Amoxicilina,Darzitil Duo,875 Mg,875.0,Mg,14,Comprimidos,Fabra
Amoxicilina,Elgymox,500 Mg,500.0,Mg,16,Comprimidos,Sidus
Amoxicilina,Elgymox Duo,875 Mg,875.0,Mg,16,Comprimidos,Sidus
Amoxicilina,Fabamox,500 Mg,500.0,Mg,8,Comprimidos,Savant Consumer
Amoxicilina,Fabamox,500 Mg,500.0,Mg,16,Comprimidos,Savant Consumer
Amoxicilina,Fabamox,500 Mg,500.0,Mg,90,Suspension,Savant Consumer
Amoxicilina,Fabamox,500 Mg,500.0,Mg,21,Comprimidos,Savant Consumer
Amoxicilina,Fabamox Plus,875 Mg,875.0,Mg,14,Comprimidos,Savant Consumer
Amoxicilina,Grinsil,500 Mg,500.0,Mg,16,Comprimidos,Nova Argentia
Amoxicilina,Grinsil,500 Mg,500.0,Mg,90,Suspension,Nova Argentia
Amoxicilina,Grinsil,500 Mg,500.0,Mg,120,Suspension,Nova Argentia
Amoxicilina,Grinsil,500 Mg,500.0,Mg,8,Comprimidos,Nova Argentia
Amoxicilina,Grinsil,500 Mg,500.0,Mg,21,Comprimidos,Nova Argentia
Amoxicilina,Grinsil Duo,750 Mg,750.0,Mg,70,Suspension,Nova Argentia
Amoxicilina,Grinsil Duo,875 Mg,875.0,Mg,14,Comprimidos,Nova Argentia
Amoxicilina,Nobactam,1000 Mg,1000.0,Mg,8,Comprimidos,Microsules Arg.
Amoxicilina,Nobactam,1000 Mg,1000.0,Mg,16,Comprimidos,Microsules Arg.
Amoxicilina,Nobactam,250 Mg,250.0,Mg,90,Suspension,Microsules Arg.
Amoxicilina,Nobactam,500 Mg,500.0,Mg,8,Comprimidos,Microsules Arg.
Amoxicilina,Nobactam,500 Mg,500.0,Mg,16,Comprimidos,Microsules Arg.
Amoxicilina,Nobactam,500 Mg,500.0,Mg,90,Suspension,Microsules Arg.
Amoxicilina,Telmox,500 Mg,500.0,Mg,16,Tabletas,Novartis - Sando
Amoxicilina,Telmox,500 Mg,500.0,Mg,100,Suspension,Novartis - Sando
Amoxicilina,Trifamox,1000 Mg,1000.0,Mg,16,Comprimidos,Bago
Amoxicilina,Trifamox,250 Mg,250.0,Mg,120,Suspension,Bago
Amoxicilina,Trifamox,500 Mg,500.0,Mg,16,Comprimidos,Bago
Amoxicilina,Trifamox,500 Mg,500.0,Mg,60,Suspension,Bago
Amoxicilina,Trifamox,500 Mg,500.0,Mg,120,Suspension,Bago
Amoxicilina,Trifamox,500 Mg,500.0,Mg,21,Comprimidos,Bago
Amoxicilina,Trifamox,750 Mg,750.0,Mg,16,Comprimidos,Bago
Amoxicilina,Trifamox Duo,875 Mg,875.0,Mg,14,Comprimidos,Bago
Amoxicilina,Trifamox Duo,nan,,nan,50,Suspension,Bago
Amoxicilina,Trifamox Duo,nan,,nan,90,Suspension,Bago
Amoxicilina,Trifamox Duo Masticable,875 Mg,875.0,Mg,14,Comprimidos,Bago
Amoxicilina + Ac.Clavulanico + Asoc.,Optamox Respiratorio Duo,nan,,nan,14,Comprimidos,Roemmers
Amoxicilina + Ac.Clavulanico + Asoc.,Optamox Respiratorio Duo,nan,,nan,140,Suspension,Roemmers
Amoxicilina + Ambroxol,Amoxidal Respiratorio,500 Mg,500.0,Mg,16,Comprimidos,Roemmers
Amoxicilina + Ambroxol,Amoxidal Respiratorio Duo,nan,,nan,14,Comprimidos,Roemmers
Amoxicilina + Ambroxol,Amoxidal Respiratorio Duo,nan,,nan,70,Jarabe/Tonico,Roemmers
Amoxicilina + Ambroxol,Amoxidal Respiratorio Pediatrico,500 Mg,500.0,Mg,90,Suspension,Roemmers
Amoxicilina + Ambroxol,Amoxidal Respiratorio Pediatrico,500 Mg,500.0,Mg,120,Suspension,Roemmers
Amoxicilina + Ambroxol,Amoxigrand Bronquial,500 Mg,500.0,Mg,16,Comprimidos,Lab Internaciona
Amoxicilina + Ambroxol,Aseptobron Respiratorio,nan,,nan,16,Comprimidos,Temis-Lostalo
Amoxicilina + Ambroxol,Biolabsa Bronquial,500/30M,,nan,16,Comprimidos,Labsa
Amoxicilina + Ambroxol,Biolabsa Bronquial,nan,,nan,90,Suspension,Labsa
Amoxicilina + Ambroxol,Fabamox Bronquial,500/30M,,nan,16,Comprimidos,Savant Consumer
Amoxicilina + Ambroxol,Fabamox Bronquial,875/60M,,nan,14,Comprimidos,Savant Consumer
Amoxicilina + Ambroxol,Grinsil Respiratorio Duo,875/60M,,nan,14,Comprimidos,Nova Argentia
Amoxicilina + Ambroxol,Nobactam Bronquial,500 Mg,500.0,Mg,16,Comprimidos,Microsules Arg.
Amoxicilina + Ambroxol,Nobactam Bronquial,500 Mg,500.0,Mg,90,Suspension,Microsules Arg.
Amoxicilina + Ambroxol,Trifamox Bronquial Duo,nan,,nan,14,Comprimidos,Bago
Amoxicilina + Ambroxol,Trifamox Bronquial Duo,nan,,nan,50,Suspension,Bago
Amoxicilina + Bromhexina,Amoxicilina Bromhexina Richet,500/8Mg,,nan,16,Comprimidos,Richet
Amoxicilina + Bromhexina,Amoxidal Respiratorio 1 Unidad,1000 Mg,1000.0,Mg,1,Frasco Ampolla,Roemmers
Amoxicilina + Brovanexina,Trifamox Bronquial,500 Mg,500.0,Mg,120,Suspension,Bago
Amoxicilina + Brovanexina,Trifamox Bronquial,500 Mg,500.0,Mg,16,Comprimidos,Bago
"Amoxicilina + Clavulanico,Ac.",Amixen Clavulanico,1000 Mg,1000.0,Mg,14,Comprimidos,Bernabo
"Amoxicilina + Clavulanico,Ac.",Amixen Clavulanico,500 Mg,500.0,Mg,8,Comprimidos,Bernabo
"Amoxicilina + Clavulanico,Ac.",Amixen Clavulanico,500 Mg,500.0,Mg,16,Comprimidos,Bernabo
"Amoxicilina + Clavulanico,Ac.",Amoclav,500 Mg,500.0,Mg,16,Comprimidos,Casasco
"Amoxicilina + Clavulanico,Ac.",Amoclav Duo,nan,,nan,70,Suspension,Casasco
"Amoxicilina + Clavulanico,Ac.",Amoclav Duo,nan,,nan,14,Comprimidos,Casasco
"Amoxicilina + Clavulanico,Ac.",Amoclav Duo,nan,,nan,140,Suspension,Casasco
"Amoxicilina + Clavulanico,Ac.",Amoxi Plus Mar,875/125,,nan,14,Comprimidos,Mar
"Amoxicilina + Clavulanico,Ac.",Amoxi Plus Mar,nan,,nan,70,Suspension,Mar
"Amoxicilina + Clavulanico,Ac.",Amoxi Plus Mar,nan,,nan,140,Suspension,Mar
"Amoxicilina + Clavulanico,Ac.",Amoxicilina Clavulanico Richet,1000 Mg,1000.0,Mg,8,Comprimidos,Richet
"Amoxicilina + Clavulanico,Ac.",Amoxicilina Clavulanico Richet,1000 Mg,1000.0,Mg,16,Comprimidos,Richet
"Amoxicilina + Clavulanico,Ac.",Amoxicilina Clavulanico Richet,250 Mg,250.0,Mg,62.5,Suspension,Richet
"Amoxicilina + Clavulanico,Ac.",Amoxicilina Clavulanico Richet,250 Mg,250.0,Mg,90,Suspension,Richet
"Amoxicilina + Clavulanico,Ac.",Amoxicilina Clavulanico Richet,400/57M,,nan,70,Solucion/Suspension Oral,Richet
"Amoxicilina + Clavulanico,Ac.",Amoxicilina Clavulanico Richet,500 Mg,500.0,Mg,8,Comprimidos,Richet
"Amoxicilina + Clavulanico,Ac.",Amoxicilina Clavulanico Richet,500 Mg,500.0,Mg,16,Comprimidos,Richet
"Amoxicilina + Clavulanico,Ac.",Amoxicilina Clavulanico Richet,500/125,,nan,90,Solucion/Suspension Oral,Richet
"Amoxicilina + Clavulanico,Ac.",Amoxicilina Clavulanico Richet,875/125,,nan,14,Comprimidos,Richet
"Amoxicilina + Clavulanico,Ac.",Amoxigrand Compuesto,1000 Mg,1000.0,Mg,14,Comprimidos,Lab Internaciona
"Amoxicilina + Clavulanico,Ac.",Amoxigrand Compuesto,400 Mg,400.0,Mg,70,Suspension,Lab Internaciona
"Amoxicilina + Clavulanico,Ac.",Amoxigrand Compuesto,500 Mg,500.0,Mg,16,Comprimidos,Lab Internaciona
"Amoxicilina + Clavulanico,Ac.",Bioclavid,400/57M,,nan,70,Solucion/Suspension Oral,Novartis - Sando
"Amoxicilina + Clavulanico,Ac.",Bioclavid,875/125,,nan,14,Comprimidos,Novartis - Sando
"Amoxicilina + Clavulanico,Ac.",Bioclavid 625,500/125,,nan,16,Comprimidos,Novartis - Sando
"Amoxicilina + Clavulanico,Ac.",Bioxilina Plus,500 Mg,500.0,Mg,16,Comprimidos,Biosintex Retail
"Amoxicilina + Clavulanico,Ac.",Bioxilina Plus Duo,1000 Mg,1000.0,Mg,14,Comprimidos,Biosintex Retail
"Amoxicilina + Clavulanico,Ac.",Clamoxol Duo,nan,,nan,14,Comprimidos,Cassara
"Amoxicilina + Clavulanico,Ac.",Clamoxol Duo,nan,,nan,70,Suspension,Cassara
"Amoxicilina + Clavulanico,Ac.",Clamoxol Duo,nan,,nan,140,Suspension,Cassara
"Amoxicilina + Clavulanico,Ac.",Clavulox,1000 Mg,1000.0,Mg,14,Comprimidos,Elea - Phoenix
"Amoxicilina + Clavulanico,Ac.",Clavulox,500 Mg,500.0,Mg,14,Comprimidos,Elea - Phoenix
"Amoxicilina + Clavulanico,Ac.",Clavulox Duo,400 Mg,400.0,Mg,70,Suspension,Elea - Phoenix
"Amoxicilina + Clavulanico,Ac.",Darzitil Plus,1000 Mg,1000.0,Mg,14,Comprimidos,Fabra
"Amoxicilina + Clavulanico,Ac.",Darzitil Plus,250/62,,nan,60,Suspension,Fabra
"Amoxicilina + Clavulanico,Ac.",Darzitil Plus,250/62,,nan,90,Suspension,Fabra
"Amoxicilina + Clavulanico,Ac.",Darzitil Plus,500/125,,nan,16,Comprimidos,Fabra
"Amoxicilina + Clavulanico,Ac.",Darzitil Plus,nan,,nan,8,Comprimidos,Fabra
"Amoxicilina + Clavulanico,Ac.",Darzitil Plus Duo,nan,,nan,70,Jarabe/Tonico,Fabra
"Amoxicilina + Clavulanico,Ac.",Elgymox Clav,1000 Mg,1000.0,Mg,14,Comprimidos,Sidus
"Amoxicilina + Clavulanico,Ac.",Fabamox Duo,500/125,,nan,16,Comprimidos,Savant Consumer
"Amoxicilina + Clavulanico,Ac.",Fabamox Duo,875/125,,nan,14,Comprimidos,Savant Consumer
"Amoxicilina + Clavulanico,Ac.",Grinsil Clavulanico,500 Mg,500.0,Mg,16,Comprimidos,Nova Argentia
"Amoxicilina + Clavulanico,Ac.",Grinsil Clavulanico,500 Mg,500.0,Mg,90,Suspension,Nova Argentia
